web-scraper-order,web-scraper-start-url,single,single-href,title,price,info,rating,instock,asin,bestseller,dimension,img1-src
1669911453-198,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"StillRich® ergonomische Kugelschreiber 10 Stück, Kugelschreiber hochwertig, mehrfarbiger Kugelschreiber, blauschreibende Premium Kugelschreiberminen für einfaches & weiches schreiben",https://www.amazon.de/Industries-Kugelschreiber-hochwertige-ergonomische-blauschreibende/dp/B08MQMSVCN/ref=sr_1_58?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911396&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-58,"StillRich® ergonomische Kugelschreiber 10 Stück, Kugelschreiber hochwertig, mehrfarbiger Kugelschreiber, blauschreibende Premium Kugelschreiberminen für einfaches & weiches schreiben",,Info zu diesem Artikel,4.4 von 5,,B08MQMSVCN,"Nr. 1,525 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 20 in Einweg-Kugelschreiber 
  Nr. 35 in Druckkugelschreiber",‎16.4 x 14.4 x 1.6 cm; 132 Gramm,
1669911456-199,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,20er-pack Dokumententasche A4 - A4 Sichttasche Dokumenten Mappen Brieftaschen Tasche für Dokument Organisieren mit Lochrand Klettverschluss und Etikettentasche,https://www.amazon.de/20er-pack-Dokumententasche-Brieftaschen-Klettverschluss-Etikettentasche/dp/B0813111Y4/ref=sr_1_57?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911396&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-57,20er-pack Dokumententasche A4 - A4 Sichttasche Dokumenten Mappen Brieftaschen Tasche für Dokument Organisieren mit Lochrand Klettverschluss und Etikettentasche,"15,12€",Info zu diesem Artikel,4.6 von 5,Auf Lager.,B0813111Y4,"Nr. 1,360 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 4 in Registermappen",‎32.5 x 23 x 0.04 cm; 610 Gramm,
1669911460-200,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"300 Blätter Haftnotizen Set,76x76mm Transparente Haftnotizen,Durchsichtige Sticky Notes,Super Wasserdicht Haftnotizen für Kennzeichnung Von Bürodokumenten Oder Büchern,für Schule, Büro,Küche,Hause",https://www.amazon.de/Haftnotizen-Transparente-Durchsichtige-Kennzeichnung-B%C3%BCrodokumenten/dp/B09MN6PGX8/ref=sr_1_56?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911396&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-56,"300 Blätter Haftnotizen Set,76x76mm Transparente Haftnotizen,Durchsichtige Sticky Notes,Super Wasserdicht Haftnotizen für Kennzeichnung Von Bürodokumenten Oder Büchern,für Schule, Büro,Küche,Hause",,Info zu diesem Artikel,4.5 von 5,,B09MN6PGX8,"Nr. 8,078 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 117 in Selbstklebende Notizzettel",,
1669911463-201,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Faber-Castell 167100 - Tuschestift PITT artist pen, 4er Packung, Inhalt: S, F, M, B, schwarz",https://www.amazon.de/Faber-Castell-Artist-Wallet-Black/dp/B000TKEZDO/ref=sr_1_55?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911396&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-55,"Faber-Castell 167100 - Tuschestift PITT artist pen, 4er Packung, Inhalt: S, F, M, B, schwarz",,Info zu diesem Artikel,4.8 von 5,,‎B000TKEZDO,"Nr. 7,111 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 129 in Buntstifte für Erwachsene 
  Nr. 1,147 in Psychologie & Hilfe (Bücher)",,
1669911466-202,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,YOTINO Klebezettel Haftnotizen Set Notizzettel in 5 Formaten Alltagshelden und Multitalente im Büro Studentenyotino Klebezettel,https://www.amazon.de/YOTINO-Klebezettel-Haftnotizen-Alltagshelden-Multitalente/dp/B07R9QWSLQ/ref=sr_1_54?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911396&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-54,YOTINO Klebezettel Haftnotizen Set Notizzettel in 5 Formaten Alltagshelden und Multitalente im Büro Studentenyotino Klebezettel,"7,55€",Info zu diesem Artikel,4.2 von 5,Auf Lager.,B07R9QWSLQ,"Nr. 79,043 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 876 in Selbstklebende Notizzettel",,
1669911469-203,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Online Premium-Schlampermäppchen/Pencil Case Cord Black I Stylisches Schlamperetui für Jungen & Mädchen I Federmäppchen mit praktischem Reißverschluss I 1 Fach I Ideal für Schule, Uni & Büro",https://www.amazon.de/Online-Premium-Schlamperm%C3%A4ppchen-Schlamperetui-Federm%C3%A4ppchen-Rei%C3%9Fverschluss/dp/B08T9T1ZWX/ref=sr_1_53?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911396&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-53,"Online Premium-Schlampermäppchen/Pencil Case Cord Black I Stylisches Schlamperetui für Jungen & Mädchen I Federmäppchen mit praktischem Reißverschluss I 1 Fach I Ideal für Schule, Uni & Büro",,"PRAKTISCH & KOMPAKT: Stifte rein, Reißverschluss zu und fertig. Die Stifte sind im Fach des geräumigen Schreib-Mäppchens schnell verstaut, ganz ohne Schlaufen und trotzdem geschützt.",4.5 von 5,,B08T9T1ZWX,"Nr. 1,239 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 23 in Federmäppchen (Bürobedarf & Schreibwaren)",‎22 x 6 x 7 cm; 20 Gramm,
1669911472-204,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"3er Pack Notizbuch Dotted A5 - Gepunktetes Bullet Grid Journal Dot Spiral (No Bleed) mit 5 DIY Schablonen, 480 Seiten, Dickes Papier 120 g/m² Dickes Gepunktete Papier, 5.7 x 8.3 Inch",https://www.amazon.de/3er-Pack-Notizbuch-Dotted-Gepunktetes/dp/B087M4H9LY/ref=sr_1_52?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911396&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-52,"3er Pack Notizbuch Dotted A5 - Gepunktetes Bullet Grid Journal Dot Spiral (No Bleed) mit 5 DIY Schablonen, 480 Seiten, Dickes Papier 120 g/m² Dickes Gepunktete Papier, 5.7 x 8.3 Inch","14,36€",Info zu diesem Artikel,4.7 von 5,Auf Lager.,B087M4H9LY,"Nr. 11,473 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 131 in Notizbücher (Bürobedarf & Schreibwaren)",‎21.08 x 14.5 x 6.35 cm; 1.06 Kilogramm,
1669911478-205,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Textmarker, EooUooIP 12 Farben Breite und Feine Spitzen Textmarker Pastell Set für Schulen, Büros, Studenten",https://www.amazon.de/Textmarker-EooUooIP-Spitzen-Pastell-Studenten/dp/B08KHKXBMJ/ref=sr_1_53?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-53,"Textmarker, EooUooIP 12 Farben Breite und Feine Spitzen Textmarker Pastell Set für Schulen, Büros, Studenten",,Info zu diesem Artikel,4.6 von 5,,B08KHKXBMJ,"Nr. 901 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 16 in Textmarker",,
1669911480-206,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Notizbuch, A5 Spirale Notizblock, Liniert Skizzenblock, Kraftpapier Einband, Notizblöcke, Spiralbindung Notebook Planer, für Reisen und Schule Memos Schreibblock (50 Blatt, 3 Pack)",https://www.amazon.de/Skizzenblock-Kraftpapier-Notizbl%C3%B6cke-Spiralbindung-Schreibblock/dp/B088FST8ZB/ref=sr_1_52?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-52,Wie bewerten Sie heute Ihre Erfahrung beim Kauf von Büchern auf Amazon?,,,4.5 von 5,Auf Lager.,,,,
1669911483-207,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Schreibtisch-Organizer mit Schublade, Rotgold Farbe, Ablagefach und 4 aufrechten Abschnitten, kompakter Büroorganizer Metall, Schublade, Zettehalter, Stifteköcher,(72 Klammern für gratis)",https://www.amazon.de/Schreibtisch-Organizer-Abschnitten-B%C3%BCroorganizer-Zettehalter-Stiftek%C3%B6cher/dp/B07ZS99PS5/ref=sr_1_48?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-48,"Schreibtisch-Organizer mit Schublade, Rotgold Farbe, Ablagefach und 4 aufrechten Abschnitten, kompakter Büroorganizer Metall, Schublade, Zettehalter, Stifteköcher,(72 Klammern für gratis)","12,09€",Info zu diesem Artikel,4.6 von 5,Auf Lager.,B07ZS99PS5,"Nr. 21,518 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 3,224 in Schreibtischzubehör & Ablage",,
1669911487-208,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Oxford Campus Notizbuch, Spiralbindung, Pastellfarbe A4, 3-er Packung",https://www.amazon.de/Oxford-Campus-Notizbuch-Spiralbindung-Pastellfarbe/dp/B0812631L2/ref=sr_1_47?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-47,"Oxford Campus Notizbuch, Spiralbindung, Pastellfarbe A4, 3-er Packung","19,41€",Info zu diesem Artikel,4.7 von 5,Auf Lager.,B0812631L2,"Nr. 49,349 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 316 in Ringblöcke",,
1669911490-209,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Harry Potter Notizbuch, Magischer Tagebuch A5 für Kinder und Jugendliche, Schreibwaren Set mit Stiftebox und Stifte, Harry Potter Fanartikel Geschenke",https://www.amazon.de/Harry-Potter-Jugendliche-Schreibwaren-Fanartikel/dp/B08CY38BYS/ref=sr_1_46?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-46,"Harry Potter Notizbuch, Magischer Tagebuch A5 für Kinder und Jugendliche, Schreibwaren Set mit Stiftebox und Stifte, Harry Potter Fanartikel Geschenke","18,49€",Info zu diesem Artikel,4.6 von 5,Auf Lager.,B08CY38BYS,"Nr. 7,664 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 124 in Federmäppchen (Bürobedarf & Schreibwaren)",,
1669911493-210,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Oxford Collegeblock A5 Activebook ""International"" kariert; ein versetzbares Register; 10-fach gelocht",https://www.amazon.de/100102880-Activebook-International-versetzbarem-Dokumententasche/dp/B000KJM824/ref=sr_1_45?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-45,"Oxford Collegeblock A5 Activebook ""International"" kariert; ein versetzbares Register; 10-fach gelocht",,Info zu diesem Artikel,4.6 von 5,Auf Lager.,B000KJM824,"Nr. 18,955 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 310 in Notizblöcke",‎21 x 17.8 x 1.1 cm; 100 Gramm,
1669911496-211,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Kreative Haftnotizen, eine Packung mit 6 Haftnotizen, Haftnotizen für Büro und Studenten, selbstklebende Kraftpapier-Haftnotizen, insgesamt 480 Haftnotizen, weiße und rindslederfarbene Haftnotizen",https://www.amazon.de/Haftnotizen-Studenten-selbstklebende-Kraftpapier-Haftnotizen-rindslederfarbene/dp/B096G23PJT/ref=sr_1_44?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-44,"Kreative Haftnotizen, eine Packung mit 6 Haftnotizen, Haftnotizen für Büro und Studenten, selbstklebende Kraftpapier-Haftnotizen, insgesamt 480 Haftnotizen, weiße und rindslederfarbene Haftnotizen",,Info zu diesem Artikel,4.3 von 5,,B096G23PJT,"Nr. 4,569 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 71 in Selbstklebende Notizzettel",,
1669911499-212,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Textmarker Pastell, EooUooIP®️ 12 Stück Doppelspitzen Textmarker und Marker, Verschiedene milde Farben, Schulbüro Schreibwaren, Bullet Journal Zubehör",https://www.amazon.de/Textmarker-EooUooIP%C2%AE%EF%B8%8F-Doppelspitzen-Verschiedene-Schreibwaren/dp/B09LR2ZJQL/ref=sr_1_43?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-43,"Textmarker Pastell, EooUooIP®️ 12 Stück Doppelspitzen Textmarker und Marker, Verschiedene milde Farben, Schulbüro Schreibwaren, Bullet Journal Zubehör",,Info zu diesem Artikel,4.5 von 5,,B09LR2ZJQL,"Nr. 9,028 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 81 in Textmarker",‎14 x 1.6 x 1.1 cm; 140 Gramm,
1669911503-213,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"POPRUN Kalender 2023 Buchkalender 22 x 16,5 cm (Sept.2022-Dez.2023) - Wochenplaner,Terminplaner 2023 mit Softcover - Planer, Terminkalender 1 Woche 2 Seite mit FSC®-Zertifiziertem Papier - Pazifikgrün",https://www.amazon.de/POPRUN-Kalender-Wochenplaner-Sept-2022-Dez-2023-FSC%C2%AE-Zertifiziertem/dp/B09XB5JW8N/ref=sr_1_42?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-42,"POPRUN Kalender 2023 Buchkalender 22 x 16,5 cm (Sept.2022-Dez.2023) - Wochenplaner,Terminplaner 2023 mit Softcover - Planer, Terminkalender 1 Woche 2 Seite mit FSC®-Zertifiziertem Papier - Pazifikgrün","15,12€","16-MONATE TERMINPLANER: Dieser POPORUN Terminplaner kann bis zu 16 Monaten verwendet werden(von September 2022 bis Dezember 2023). Ob Sie Ihre täglichen Termine festhalten oder Ihren Alltag organisieren, dieser Kalender ist eine gute Wahl.",4.6 von 5,Auf Lager.,B09XB5JW8N,"Nr. 229 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 14 in Terminkalender",,
1669911506-214,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Das 6-Minuten Erfolgsjournal PUR (die Nachfolgeversion) | Fokussierter und gelassener Ziele erreichen | Täglich 6 Minuten für mehr Motivation, Achtsamkeit & Erfolg (Aquarellblau, Deutsch)",https://www.amazon.de/Erfolgsjournal-Nachfolgeversion-Fokussierter-Achtsamkeit-Aquarellblau/dp/B08P2695CG/ref=sr_1_41?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-41,"Das 6-Minuten Erfolgsjournal PUR (die Nachfolgeversion) | Fokussierter und gelassener Ziele erreichen | Täglich 6 Minuten für mehr Motivation, Achtsamkeit & Erfolg (Aquarellblau, Deutsch)","26,90€",Info zu diesem Artikel,4.6 von 5,Auf Lager.,B08P2695CG,"Nr. 3,089 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 44 in Personal Organizer",,
1669911509-215,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"SynLiZy A5 Terminkalender Undatiert Planer Akademisch Monatsplaner & Wochenplaner 12 Monate 53 Wochen 5,7""x 8,3""",https://www.amazon.de/SynLiZy-Terminkalender-Akademisch-Monatsplaner-Wochenplaner/dp/B08PV3Z9NK/ref=sr_1_40?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-40,"SynLiZy A5 Terminkalender Undatiert Planer Akademisch Monatsplaner & Wochenplaner 12 Monate 53 Wochen 5,7""x 8,3""","12,60€",Info zu diesem Artikel,4.2 von 5,Auf Lager.,B08PV3Z9NK,"Nr. 31,846 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 1,145 in Terminkalender",,
1669911512-216,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Ashton and Wright - Klassischer Radiergummi – latexfreier Kunststoffgummi – 5 Stück Pastell, AW-ER-P5",https://www.amazon.de/Ashton-Wright-Klassischer-Kunststoffgummi-Pastellfarben/dp/B084GZ5D92/ref=sr_1_39?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-39,"Ashton and Wright - Klassischer Radiergummi – latexfreier Kunststoffgummi – 5 Stück Pastell, AW-ER-P5",,Info zu diesem Artikel,4.6 von 5,,B084GZ5D92,"Nr. 29,433 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 219 in Radiergummis",‎11.5 x 6.2 x 1.2 cm; 110 Gramm,
1669911514-217,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"CYH 4 STK Notizbuch A5 Spirale Notizblock, Kraft Cover (100 Seiten/50 Blattt) Skizzenblock Tagebuch Skizzenbuch Classic Schreibblock Zeichenblock Sketchbook Notepad, für Reisen Schule - Kariert",https://www.amazon.de/CYH-Skizzenblock-Skizzenbuch-Schreibblock-Zeichenblock/dp/B0B6354556/ref=sr_1_38?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-38,"CYH 4 STK Notizbuch A5 Spirale Notizblock, Kraft Cover (100 Seiten/50 Blattt) Skizzenblock Tagebuch Skizzenbuch Classic Schreibblock Zeichenblock Sketchbook Notepad, für Reisen Schule - Kariert","11,76€",📒𝐏𝐀𝐊𝐄𝐓 𝐄𝐍𝐓𝐇𝐀𝐋𝐓 - 4er-Pack Kariert A5 Spiralblock Skizzenbuch. Der haltbare Einband jedes Spiralnotizbuches hält diese Seiten sicher zusammen und bietet Ihnen im geöffneten Zustand eine flache Schreibfläche,5.0 von 5,Auf Lager.,B0B6354556,"Nr. 24,483 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 158 in Ringblöcke",,
1669911517-218,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Art-Star 10x University KEILRAHMEN 50x60 cm | Leinwände auf Keilrahmen 50x60 cm | Leinwandtuch vorgrundiert, malfertige bespannte rechteckige Keilrahmen mit Leinwand zum bemalen",https://www.amazon.de/LEINW%C3%84NDE-KEILRAHMEN-malfertig-Baumwolle-Mal-Einsteiger/dp/B004D2UL6E/ref=sr_1_37?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-37,"Art-Star 10x University KEILRAHMEN 50x60 cm | Leinwände auf Keilrahmen 50x60 cm | Leinwandtuch vorgrundiert, malfertige bespannte rechteckige Keilrahmen mit Leinwand zum bemalen",,Info zu diesem Artikel,4.6 von 5,,‎B004D2UL6E,"Nr. 41,147 in Küche, Haushalt & Wohnen (Siehe Top 100 in Küche, Haushalt & Wohnen) 
  Nr. 48 in Keilrahmen",,
1669911520-219,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Wenger Venture Schreibmappe mit Tragegriff, Padfolio mit Business-Organizer, 10 Zoll Tabletfach, Polyester/Vinyl, A4-Notizbuch, Damen Herren, Schwarz, 611710",https://www.amazon.de/Padfolio-Tragegriffen-Tabletfach-Notizblock-Business/dp/B08XKBDN1G/ref=sr_1_36?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-36,"Wenger Venture Schreibmappe mit Tragegriff, Padfolio mit Business-Organizer, 10 Zoll Tabletfach, Polyester/Vinyl, A4-Notizbuch, Damen Herren, Schwarz, 611710","42,99€","VIELSEITIG ANPASSBAR: Um das Padfolio individuell Ihren Bedürfnissen anzupassen, verfügt die Ordnermappe über eine entnehmbare 4-Ring-Bindung und einklappbare Handgriffe für verschiedene Tragevarianten.",5.0 von 5,Nur noch 3 auf Lager,,,,
1669911523-220,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Textmarker, mit dünnen und breiten Schrägkeilspitzen Textmarker Pastell, für das Klassenzimmer und Büro, 12 Farben",https://www.amazon.de/Textmarker-Stifte-Verschiedene-Pastell-Markierungssatz-Klassenzimmer-Studentenb%C3%BCros/dp/B084MHTRCP/ref=sr_1_35?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911472&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-35,"Textmarker, mit dünnen und breiten Schrägkeilspitzen Textmarker Pastell, für das Klassenzimmer und Büro, 12 Farben",,Info zu diesem Artikel,4.4 von 5,,B084MHTRCP,"Nr. 3,720 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 35 in Textmarker",,
